"groups","S","LPE","NP","ANH","TIC","proportion"
"1",-0.119243857576141,-1.06577893991208,-1.03270343335824,-1.04905472469556,-0.901953874397017,0.4185
"3",-1.27152190809971,0.763697812618497,1.27895727671398,1.11502156607365,0.228868755275024,0.253
"2",1.42956010656914,1.02051581687085,0.400031805206462,0.643675385663291,1.36435670675489,0.245
"4",0.255764922579684,0.0333720314654618,0.12697489312816,-0.0092398014257339,-0.176089722208128,0.0835
