"groups","Calls","Intern","Text","Data","Age","proportion"
2,0.307338305372271,0.311092585198768,0.359806753982041,0.0247338555949669,-0.204324631908239,0.287
5,-0.607818557115907,-0.800644187257266,1.33583481497557,1.28651870768114,-1.1669436529208,0.252
1,-1.06081717376387,-0.530642636827059,-0.954755399490631,-1.27754767589815,1.42030924343557,0.194
3,1.64832325359001,1.63798294662515,-0.952624853928698,0.0692587077100048,0.502187991097598,0.176
4,-0.212551408464676,-0.800676525547164,-0.956158131583033,-1.05106169586946,-0.123231975450251,0.091
